WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Januari,latitude,longitude
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit yang mengenai sistem syaraf,25.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit mata dan adnexa,33.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit telinga dan mastoid,22.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada sistem sirkulasi,75.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada sistem pernafasan,232.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada sistem pencernaan,429.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada kulit dan jaringan subcutaneous,60.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada sistem musculoskletal,82.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit pada sistem saluran kemih dan genital,20.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Kehamilan dan kelahiran,12.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Keadaan yang berasal dari periode perinatal,0.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,"Malformasi kongenital, deformasi dan kelainan chromosom",2.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",109.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,"Keracunan, cedera dan beberapa penyebab yang dari luar",34.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyebab morbiditas dan kematian eksternal,1.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,507.0,-7.2594043500000005,112.6892628357994
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit Infeksi dan parasit,132.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Neoplasma,15.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,6.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,"Endokrin, nutrisi dan gangguan metabolik",103.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Gangguan jiwa dan perilaku,3.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit yang mengenai sistem syaraf,27.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit mata dan adnexa,65.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit telinga dan mastoid,49.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada sistem sirkulasi,132.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada sistem pernafasan,425.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada sistem pencernaan,417.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada kulit dan jaringan subcutaneous,95.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada sistem musculoskletal,203.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyakit pada sistem saluran kemih dan genital,43.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Kehamilan dan kelahiran,14.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Keadaan yang berasal dari periode perinatal,2.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,"Malformasi kongenital, deformasi dan kelainan chromosom",2.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",105.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,"Keracunan, cedera dan beberapa penyebab yang dari luar",68.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Penyebab morbiditas dan kematian eksternal,0.0,-7.254527449999999,112.71921325
Surabaya Pusat,Bubutan,Puskesmas Tembok Dukuh,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,805.0,-7.254527449999999,112.71921325
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit Infeksi dan parasit,134.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Neoplasma,16.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,5.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,"Endokrin, nutrisi dan gangguan metabolik",51.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Gangguan jiwa dan perilaku,16.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit yang mengenai sistem syaraf,33.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit mata dan adnexa,63.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit telinga dan mastoid,39.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada sistem sirkulasi,36.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada sistem pernafasan,466.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada sistem pencernaan,186.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada kulit dan jaringan subcutaneous,99.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada sistem musculoskletal,92.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyakit pada sistem saluran kemih dan genital,26.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Kehamilan dan kelahiran,75.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Keadaan yang berasal dari periode perinatal,5.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,"Malformasi kongenital, deformasi dan kelainan chromosom",6.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",65.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,"Keracunan, cedera dan beberapa penyebab yang dari luar",30.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Penyebab morbiditas dan kematian eksternal,0.0,-7.32236045,112.76211047263911
Surabaya Timur,Tenggilis Mejoyo,Puskesmas Tenggilis,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,489.0,-7.32236045,112.76211047263911
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit Infeksi dan parasit,141.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Neoplasma,9.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,"Endokrin, nutrisi dan gangguan metabolik",43.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Gangguan jiwa dan perilaku,25.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit yang mengenai sistem syaraf,73.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit mata dan adnexa,29.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit telinga dan mastoid,65.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada sistem sirkulasi,45.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada sistem pernafasan,539.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada sistem pencernaan,520.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada kulit dan jaringan subcutaneous,120.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada sistem musculoskletal,139.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyakit pada sistem saluran kemih dan genital,50.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Kehamilan dan kelahiran,19.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Keadaan yang berasal dari periode perinatal,4.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",84.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,"Keracunan, cedera dan beberapa penyebab yang dari luar",52.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Penyebab morbiditas dan kematian eksternal,0.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wiyung,Puskesmas Wiyung,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,665.0,-7.30968085,112.67497509450482
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit Infeksi dan parasit,78.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Neoplasma,3.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,"Endokrin, nutrisi dan gangguan metabolik",26.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Gangguan jiwa dan perilaku,14.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit yang mengenai sistem syaraf,20.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit mata dan adnexa,44.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit telinga dan mastoid,25.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada sistem sirkulasi,36.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada sistem pernafasan,151.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada sistem pencernaan,294.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada kulit dan jaringan subcutaneous,68.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada sistem musculoskletal,101.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyakit pada sistem saluran kemih dan genital,15.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Kehamilan dan kelahiran,17.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Keadaan yang berasal dari periode perinatal,1.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,"Malformasi kongenital, deformasi dan kelainan chromosom",2.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",112.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,"Keracunan, cedera dan beberapa penyebab yang dari luar",23.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Penyebab morbiditas dan kematian eksternal,1.0,-7.303176499999999,112.7303924779992
Surabaya Selatan,Wonokromo,Puskesmas Wonokromo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,149.0,-7.303176499999999,112.7303924779992
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit Infeksi dan parasit,352.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Neoplasma,23.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,9.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,"Endokrin, nutrisi dan gangguan metabolik",62.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Gangguan jiwa dan perilaku,11.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit yang mengenai sistem syaraf,39.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit mata dan adnexa,84.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit telinga dan mastoid,96.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada sistem sirkulasi,87.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada sistem pernafasan,843.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada sistem pencernaan,555.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada kulit dan jaringan subcutaneous,149.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada sistem musculoskletal,248.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyakit pada sistem saluran kemih dan genital,55.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Kehamilan dan kelahiran,23.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Keadaan yang berasal dari periode perinatal,2.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",132.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,"Keracunan, cedera dan beberapa penyebab yang dari luar",45.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Penyebab morbiditas dan kematian eksternal,0.0,-7.219663649999999,112.75256160671904
Surabaya Utara,Semampir,Puskesmas Wonokusumo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,358.0,-7.219663649999999,112.75256160671904
